user_bookmark_id,user_id,bookmark_id
264,579,259
265,98,196
266,822,428
267,262,232
268,834,423
269,511,120
270,372,464
271,811,455
272,342,271
273,301,409
274,747,204
275,570,426
276,142,227
277,843,413
278,865,109
279,367,407
280,785,69
281,783,188
282,827,192
283,619,310
284,480,167
285,243,408
286,558,125
287,269,184
288,414,152
289,533,98
290,197,57
291,898,23
292,353,442
293,667,100
294,461,257
295,755,307
296,197,337
297,735,135
298,454,221
299,104,242
300,796,393
301,559,483
302,544,382
303,862,165
304,615,409
305,338,409
306,42,401
307,818,399
308,650,443
309,516,171
310,705,138
311,170,190
312,674,310
313,379,468
314,723,321
315,950,229
316,799,303
317,879,290
318,243,437
319,406,303
320,46,303
321,309,135
322,59,106
323,929,265
324,146,305
325,742,144
326,916,139
327,896,296
328,91,151
329,947,329
330,577,137
331,535,327
332,321,309
333,509,56
334,391,134
335,159,426
336,661,479
337,138,323
338,189,304
339,492,383
340,788,165
341,603,95
342,410,121
343,978,404
344,620,308
345,332,70
346,165,104
347,622,435
348,105,351
349,684,482
350,993,337
351,673,17
352,894,467
353,43,341
354,896,222
355,155,386
356,792,46
357,813,376
358,83,4
359,577,112
360,977,178
361,811,137
362,599,251
363,48,268
364,741,138
365,827,417
366,296,23
367,449,215
368,903,120
369,541,193
370,345,409
371,977,183
372,523,132
373,567,118
374,755,430
375,774,149
376,635,450
377,582,194
378,45,291
379,931,69
380,392,408
381,633,283
382,628,357
383,78,43
384,790,358
385,992,332
386,31,334
387,389,348
388,237,354
389,970,459
390,365,179
391,804,274
392,204,23
393,735,487
394,562,162
395,530,371
396,35,375
397,161,332
398,640,98
399,619,178
400,397,85
401,649,293
402,798,46
403,507,372
404,386,340
405,111,262
406,752,90
407,620,385
408,982,122
409,907,115
410,982,329
411,360,64
412,282,327
413,45,319
414,505,56
415,638,144
416,914,304
417,910,171
418,159,339
419,928,208
420,902,393
421,115,276
422,721,190
423,162,472
424,623,91
425,521,437
426,240,104
427,504,473
428,690,338
429,452,459
430,244,15
431,572,379
432,929,446
433,53,368
434,913,487
435,695,445
436,650,292
437,384,358
438,723,74
439,221,214
440,980,317
441,109,231
442,888,433
443,441,383
444,991,488
445,864,11
446,988,14
447,724,414
448,52,221
449,311,388
450,757,349
451,852,211
452,611,196
453,210,321
454,792,187
455,644,111
456,182,7
457,191,40
458,718,178
459,984,225
460,113,171
461,284,382
462,458,173
463,64,156
464,498,254
465,688,348
466,31,8
467,88,314
468,906,231
469,696,291
470,298,469
471,817,9
472,339,10
473,269,404
474,411,378
475,312,265
476,250,310
477,90,123
478,871,169
479,813,160
480,275,433
481,102,102
482,974,354
483,285,396
484,937,389
485,390,45
486,32,451
487,466,4
488,997,342
489,654,47
490,601,381
491,646,44
492,464,179
493,232,432
494,429,464
495,144,477
496,635,396
497,843,187
498,712,83
499,149,11
500,786,35
501,505,97
502,435,449
503,260,477
504,521,54
505,610,165
506,83,332
507,646,378
508,787,301
509,705,93
510,932,296
511,947,383
512,511,185
513,483,350
514,477,432
515,186,198
516,610,174
517,261,7
518,788,332
519,512,356
520,620,358
521,697,295
522,889,132
523,991,313
524,291,324
525,468,422
526,504,266
527,235,367
528,866,240
529,903,280
530,809,365
531,85,493
532,642,161
533,332,455
534,870,187
535,678,495
536,681,208
537,825,173
538,113,92
539,11,137
540,23,487
541,193,59
542,924,428
543,937,163
544,230,228
545,477,448
546,233,316
547,664,228
548,968,15
549,707,240
550,791,33
551,537,178
552,672,218
553,316,246
554,14,466
555,377,89
556,41,44
557,130,326
558,102,56
559,76,377
560,234,301
561,41,144
562,971,190
563,324,394
564,374,161
565,233,444
566,279,466
567,585,199
568,536,106
569,762,109
570,501,170
571,247,300
572,241,418
573,343,262
574,539,462
575,118,395
576,590,160
577,581,302
578,90,361
579,451,318
580,662,461
581,450,279
582,174,460
583,833,408
584,458,459
585,677,223
586,913,407
587,125,23
588,750,315
589,921,265
590,153,243
591,56,120
592,411,269
593,485,61
594,478,182
595,837,425
596,634,477
597,422,238
598,488,391
599,250,167
600,164,98
601,503,324
602,543,247
603,720,121
604,159,231
605,555,144
606,67,403
607,994,276
608,416,341
609,593,455
610,944,344
611,929,453
612,167,396
613,229,257
614,435,191
615,418,296
616,935,63
617,391,261
618,874,44
619,395,390
620,160,272
621,242,282
622,825,243
623,607,284
624,349,334
625,422,330
626,381,328
627,492,153
628,168,328
629,420,78
630,315,57
631,352,456
632,29,98
633,319,284
634,792,397
635,835,335
636,131,358
637,90,487
638,364,23
639,72,182
640,632,219
641,954,279
642,58,20
643,273,237
644,352,376
645,231,285
646,374,439
647,90,337
648,558,72
649,555,327
650,139,25
651,741,296
652,834,83
653,389,191
654,838,231
655,899,144
656,64,255
657,714,28
658,261,469
659,856,445
660,516,107
661,630,341
662,968,322
663,821,178
664,712,367
665,964,208
666,330,114
667,484,248
668,397,124
669,4,168
670,788,45
671,622,487
672,664,478
673,652,120
674,329,332
675,782,181
676,942,377
677,493,65
678,844,7
679,473,242
680,44,492
681,757,232
682,476,298
683,542,127
684,79,189
685,473,229
686,290,327
687,403,34
688,72,275
689,686,440
690,425,143
691,49,472
692,49,362
693,75,129
694,29,95
695,656,137
696,749,74
697,216,493
698,56,208
699,857,270
700,737,343
701,269,107
702,738,160
703,6,434
704,699,140
705,414,103
706,264,470
707,775,335
708,796,18
709,973,465
710,914,131
711,21,273
712,69,143
713,314,289
714,413,65
715,327,99
716,191,103
717,268,210
718,511,482
719,83,433
720,213,491
721,74,68
722,105,60
723,113,168
724,87,121
725,781,172
726,885,429
727,713,271
728,312,93
729,915,302
730,491,36
731,871,451
732,307,414
733,235,98
734,418,147
735,113,353
736,25,29
737,847,265
738,648,8
739,693,206
740,29,471
741,379,155
742,745,127
743,742,146
744,488,130
745,633,172
746,490,125
747,154,56
748,899,180
749,153,473
750,742,101
751,177,67
752,780,18
753,852,66
754,581,344
755,300,181
756,365,163
757,502,364
758,560,57
759,943,42
760,214,9
761,500,410
762,588,340
763,737,203
764,793,46
765,499,475
766,381,191
767,605,27
768,541,122
769,507,216
770,810,486
771,951,301
772,294,116
773,745,276
774,592,221
775,844,84
776,375,397
777,433,434
778,30,391
779,591,382
780,630,60
781,285,97
782,822,142
783,322,119
784,376,37
785,887,59
786,390,288
787,244,98
788,699,11
789,435,329
790,601,167
791,466,250
792,43,478
793,462,186
794,542,355
795,370,282
796,758,294
797,107,397
798,135,33
799,230,304
800,131,14
801,957,350
802,450,189
803,190,301
804,900,336
805,165,28
806,177,33
807,423,117
808,606,425
809,571,115
810,941,36
811,66,23
812,205,411
813,118,217
814,89,380
815,303,411
816,150,13
817,854,225
818,755,42
819,243,177
820,787,384
821,663,455
822,444,153
823,551,481
824,918,347
825,615,276
826,246,121
827,355,164
828,449,192
829,513,338
830,824,209
831,13,20
832,216,40
833,61,5
834,513,484
835,759,56
836,988,330
837,563,367
838,270,341
839,84,490
840,634,125
841,826,11
842,289,473
843,13,205
844,116,140
845,400,279
846,543,87
847,506,327
848,480,466
849,418,166
850,688,2
851,323,117
852,626,200
853,777,333
854,521,382
855,660,377
856,245,390
857,691,324
858,967,486
859,87,120
860,382,416
861,604,285
862,237,246
863,746,83
864,673,426
865,172,7
866,681,36
867,283,32
868,267,390
869,500,272
870,836,128
871,383,295
872,105,475
873,712,379
874,162,490
875,6,135
876,602,311
877,121,339
878,194,239
879,634,223
880,691,355
881,533,142
882,829,175
883,511,48
884,828,432
885,963,387
886,209,281
887,594,296
888,648,218
889,502,320
890,526,164
891,540,424
892,139,366
893,169,14
894,565,269
895,6,340
896,70,14
897,532,253
898,560,40
899,964,35
900,354,304
901,924,181
902,959,19
903,542,119
904,861,256
905,622,239
906,414,406
907,583,137
908,37,231
909,47,10
910,17,38
911,62,163
912,409,168
913,311,432
914,77,78
915,952,442
916,633,92
917,88,290
918,511,244
919,972,307
920,278,436
921,933,260
922,298,164
923,55,442
924,31,479
925,826,311
926,266,344
927,80,453
928,253,404
929,742,493
930,119,426
931,38,82
932,242,410
933,733,164
934,145,63
935,356,286
936,61,103
937,709,92
938,526,463
939,985,99
940,852,231
941,538,217
942,564,434
943,136,36
944,517,365
945,394,287
946,428,131
947,74,91
948,41,133
949,824,100
950,909,232
951,203,125
952,525,447
953,90,34
954,166,458
955,473,401
956,612,284
957,232,139
958,549,445
959,638,245
960,553,283
961,593,113
962,201,124
963,763,328
964,734,331
965,921,361
966,520,119
967,199,454
968,735,120
969,879,455
970,647,12
971,941,84
972,695,123
973,296,157
974,923,234
975,413,389
976,542,254
977,358,493
978,177,132
979,588,453
980,354,443
981,118,435
982,2,241
983,216,261
984,892,94
985,848,289
986,251,164
987,198,320
988,89,235
989,332,364
990,770,109
991,904,263
992,170,483
993,718,272
994,10,71
995,301,361
996,748,429
997,33,257
998,286,155
999,898,26
1000,754,487
1001,216,316
1002,46,449
1003,312,257
1004,964,180
1005,945,154
1006,953,413
1007,684,287
1008,709,452
1009,20,144
1010,772,442
1011,105,91
1012,869,50
1013,982,143
1014,572,108
1015,632,225
1016,710,229
1017,95,300
1018,533,137
1019,381,299
1020,163,387
1021,842,362
1022,680,482
1023,674,259
1024,195,277
1025,842,449
1026,974,328
1027,983,406
1028,879,69
1029,444,84
1030,231,59
1031,1,144
1032,620,124
1033,902,206
1034,126,342
1035,763,416
1036,757,356
1037,542,299
1038,689,143
1039,944,455
1040,312,101
1041,744,77
1042,369,217
1043,213,354
1044,108,2
1045,212,132
1046,286,146
1047,807,211
1048,1,140
1049,913,111
1050,822,380
1051,569,272
1052,805,464
1053,998,327
1054,744,309
1055,763,209
1056,123,3
1057,506,373
1058,754,362
1059,462,397
1060,575,203
1061,380,286
1062,881,112
1063,886,119
1064,541,432
1065,131,187
1066,940,307
1067,617,138
1068,430,216
1069,318,36
1070,799,277
1071,261,113
1072,622,25
1073,816,429
1074,276,371
1075,428,52
1076,125,214
1077,49,58
1078,810,380
1079,715,99
1080,437,26
1081,347,19
1082,347,20
1083,249,240
1084,385,118
1085,991,233
1086,320,12
1087,536,430
1088,692,210
1089,578,224
1090,334,346
1091,25,447
1092,942,91
1093,535,334
1094,935,493
1095,122,84
1096,242,256
1097,597,397
1098,817,82
1099,914,320
1100,52,425
1101,390,149
1102,540,378
1103,840,391
1104,780,324
1105,900,226
1106,390,4
1107,496,476
1108,151,262
1109,812,126
1110,966,479
1111,530,301
1112,20,476
1113,788,350
1114,594,314
1115,178,198
1116,489,423
1117,714,174
1118,555,67
1119,91,327
1120,613,454
1121,168,25
1122,290,201
1123,411,436
1124,797,172
1125,661,111
1126,815,204
1127,264,456
1128,422,241
1129,731,210
1130,299,447
1131,411,203
1132,578,266
1133,705,299
1134,395,240
1135,866,230
1136,504,293
1137,479,24
1138,434,205
1139,226,115
1140,68,55
1141,307,441
1142,574,493
1143,777,16
1144,101,445
1145,454,65
1146,921,100
1147,364,46
1148,578,189
1149,823,331
1150,880,103
1151,869,347
1152,948,81
1153,446,6
1154,894,109
1155,23,111
1156,695,268
1157,535,205
1158,597,395
1159,255,83
1160,973,367
1161,88,72
1162,25,377
1163,823,227
1164,142,200
1165,170,96
1166,347,129
1167,914,200
1168,74,384
1169,737,183
1170,884,224
1171,160,203
1172,651,318
1173,182,360
1174,933,136
1175,675,343
1176,860,35
1177,332,407
1178,503,171
1179,940,331
1180,184,89
1181,1,69
1182,902,174
1183,882,208
1184,892,93
1185,380,295
1186,965,456
1187,104,221
1188,59,363
1189,174,244
1190,102,260
1191,380,7
1192,680,220
1193,793,247
1194,698,405
1195,279,288
1196,586,223
1197,641,244
1198,817,409
1199,529,244
1200,409,19
1201,10,11
1202,671,177
1203,341,123
1204,656,42
1205,853,379
1206,926,387
1207,257,279
1208,970,13
1209,292,313
1210,314,409
1211,766,417
1212,688,59
1213,52,265
1214,477,326
1215,266,381
1216,375,349
1217,3,113
1218,430,423
1219,570,45
1220,305,142
1221,298,72
1222,986,405
1223,165,488
1224,540,45
1225,699,92
1226,662,386
1227,503,202
1228,449,360
1229,797,157
1230,684,122
1231,214,408
1232,918,272
1233,518,338
1234,735,81
1235,95,420
1236,212,52
1237,424,333
1238,273,55
1239,305,124
1240,706,459
1241,678,441
1242,352,305
1243,715,99
1244,14,155
1245,653,380
1246,996,63
1247,611,431
1248,319,378
1249,969,372
1250,975,324
1251,250,93
1252,606,283
1253,930,62
1254,528,341
1255,802,436
1256,99,482
1257,186,449
1258,326,122
1259,525,345
1260,146,424
1261,931,220
1262,459,438
1263,527,289
1264,822,59
1265,37,211
1266,626,38
1267,743,2
1268,179,350
1269,285,53
1270,479,10
1271,431,92
1272,111,365
1273,997,354
1274,968,405
1275,143,12
1276,761,377
1277,763,472
1278,905,132
1279,407,34
1280,171,329
1281,927,243
1282,132,74
1283,426,54
1284,985,347
1285,722,485
1286,718,282
1287,810,253
1288,629,124
1289,331,25
1290,259,294
1291,332,381
1292,549,296
1293,685,493
1294,76,456
1295,457,484
1296,297,42
1297,822,250
1298,252,102
1299,20,219
1300,91,152
1301,552,132
1302,731,14
1303,262,482
1304,299,302
1305,115,347
1306,619,205
1307,519,48
1308,385,180
1309,43,288
1310,268,285
1311,683,191
1312,330,426
1313,32,108
1314,218,137
1315,651,131
1316,704,93
1317,762,61
1318,359,336
1319,659,193
1320,642,485
1321,922,465
1322,543,80
1323,207,418
1324,379,420
1325,703,307
1326,877,63
1327,997,471
1328,606,269
1329,761,31
1330,356,288
1331,991,156
1332,179,431
1333,967,475
1334,327,222
1335,592,22
1336,338,185
1337,1,373
1338,189,244
1339,806,398
1340,909,398
1341,911,1
1342,869,42
1343,481,398
1344,675,169
1345,545,152
1346,226,375
1347,685,154
1348,778,297
1349,738,482
1350,235,337
1351,672,75
1352,308,342
1353,419,476
1354,877,175
1355,929,107
1356,206,132
1357,114,340
1358,766,33
1359,944,330
1360,264,368
1361,549,386
1362,994,359
1363,122,186
1364,765,20
1365,707,373
1366,596,447
1367,517,138
1368,195,357
1369,826,482
1370,844,102
1371,110,140
1372,121,100
1373,328,90
1374,502,183
1375,311,489
1376,875,4
1377,584,138
1378,775,2
1379,764,231
1380,83,393
1381,919,24
1382,889,479
1383,466,44
1384,443,174
1385,37,273
1386,991,439
1387,385,371
1388,654,289
1389,282,21
1390,779,129
1391,881,459
1392,851,244
1393,503,471
1394,598,477
1395,348,457
1396,95,268
1397,730,48
1398,545,444
1399,687,469
1400,817,54
1401,462,461
1402,641,448
1403,371,336
1404,840,470
1405,460,395
1406,743,208
1407,849,288
1408,567,135
1409,24,108
1410,774,362
1411,592,422
1412,536,19
1413,626,219
1414,656,245
1415,799,481
1416,573,144
1417,196,10
1418,359,197
1419,801,345
1420,888,277
1421,445,329
1422,4,336
1423,429,356
1424,278,456
1425,99,41
1426,27,260
1427,651,259
1428,818,2
1429,745,224
1430,922,55
1431,820,384
1432,167,59
1433,643,23
1434,677,135
1435,345,321
1436,677,13
1437,67,443
1438,123,493
1439,651,205
1440,883,461
1441,775,33
1442,30,98
1443,400,310
1444,212,193
1445,389,317
1446,940,86
1447,438,329
1448,670,428
1449,546,427
1450,139,14
1451,839,138
1452,460,143
1453,320,356
1454,27,161
1455,413,224
1456,175,339
1457,687,382
1458,183,253
1459,30,386
1460,249,320
1461,432,137
1462,513,147
1463,503,431
1464,570,277
1465,45,110
1466,85,39
1467,73,50
1468,143,418
1469,873,451
1470,322,62
1471,720,436
1472,797,160
1473,638,85
1474,980,137
1475,985,335
1476,758,342
1477,191,155
1478,679,245
1479,669,173
1480,907,38
1481,810,118
1482,397,115
1483,73,43
1484,890,199
1485,880,322
1486,594,289
1487,154,153
1488,472,79
1489,249,70
1490,568,388
1491,673,482
1492,692,14
1493,527,304
1494,470,256
1495,670,354
1496,419,105
1497,680,108
1498,685,329
1499,28,191
1500,318,264
1501,895,472
1502,743,445
1503,146,68
1504,169,369
1505,85,462
1506,300,403
1507,295,252
1508,434,394
1509,304,381
1510,438,315
1511,571,316
1512,211,90
1513,401,383
1514,315,22
1515,74,420
1516,936,409
1517,267,113
1518,850,107
1519,769,488
1520,493,373
1521,206,432
1522,116,301
1523,999,321
1524,199,182
1525,796,130
1526,684,205
1527,200,217
1528,280,232
1529,137,242
1530,214,373
1531,120,162
1532,825,322
1533,76,37
1534,678,478
1535,353,101
1536,976,423
1537,115,222
1538,675,366
1539,130,408
1540,141,149
1541,957,471
1542,700,60
1543,618,269
1544,321,476
1545,701,217
1546,807,249
1547,947,304
1548,10,39
1549,416,269
1550,810,413
1551,766,177
1552,561,295
1553,345,361
1554,19,420
1555,75,361
1556,520,276
1557,306,69
1558,799,14
1559,314,197
1560,296,459
1561,738,142
1562,950,401
1563,728,234
1564,115,221
1565,883,125
1566,997,303
1567,222,38
1568,587,253
1569,773,471
1570,808,149
1571,927,128
1572,207,417
1573,776,299
1574,470,465
1575,518,173
1576,744,358
1577,627,411
1578,804,432
1579,199,132
1580,660,89
1581,333,477
1582,129,186
1583,559,102
1584,267,231
1585,479,419
1586,574,152
1587,792,72
1588,946,315
1589,584,352
1590,453,29
1591,527,305
1592,400,346
1593,24,71
1594,660,317
1595,298,180
1596,956,434
1597,103,277
1598,26,315
1599,992,462
1600,973,143
1601,827,466
1602,640,249
1603,303,107
1604,482,168
1605,739,75
1606,807,26
1607,13,291
1608,867,305
1609,945,336
1610,805,453
1611,138,227
1612,388,189
1613,328,156
1614,842,17
1615,678,305
1616,653,451
1617,699,86
1618,600,232
1619,883,477
1620,263,202
1621,973,152
1622,13,127
1623,796,278
1624,690,413
1625,650,416
1626,790,131
1627,4,438
1628,354,380
1629,128,95
1630,114,477
1631,348,23
1632,611,164
1633,918,103
1634,983,483
1635,640,41
1636,809,426
1637,582,461
1638,420,191
1639,81,5
1640,819,231
1641,636,441
1642,695,107
1643,517,9
1644,160,395
1645,371,26
1646,975,12
1647,617,160
1648,222,10
1649,77,304
1650,770,152
1651,428,61
1652,55,218
1653,204,158
1654,705,474
1655,555,374
1656,235,250
1657,417,433
1658,826,98
1659,893,428
1660,394,140
1661,879,468
1662,548,118
1663,128,390
1664,668,54
1665,845,238
1666,762,339
1667,5,239
1668,435,71
1669,815,286
1670,576,381
1671,25,431
1672,387,347
1673,619,109
1674,585,39
1675,346,273
1676,53,186
1677,38,396
1678,79,8
1679,827,173
1680,109,381
1681,681,327
1682,301,19
1683,281,46
1684,344,28
1685,766,270
1686,13,67
1687,932,323
1688,57,422
1689,34,435
1690,389,27
1691,898,147
1692,941,205
1693,168,265
1694,19,416
1695,984,64
1696,48,238
1697,856,123
1698,817,230
1699,664,302
1700,960,252
1701,723,60
1702,190,324
1703,580,357
1704,724,297
1705,788,423
1706,768,330
1707,381,173
1708,796,479
1709,787,243
1710,670,305
1711,155,472
1712,759,259
1713,619,230
1714,855,385
1715,133,73
1716,103,143
1717,177,338
1718,72,143
1719,859,211
1720,85,333
1721,821,287
1722,717,471
1723,137,166
1724,340,24
1725,612,17
1726,242,31
1727,433,74
1728,134,454
1729,676,79
1730,877,348
1731,757,403
1732,663,394
1733,353,427
1734,161,409
1735,8,240
1736,751,143
1737,732,272
1738,328,68
1739,67,452
1740,879,73
1741,73,387
1742,491,411
1743,441,5
1744,516,71
1745,533,8
1746,413,255
1747,61,220
1748,18,218
1749,562,392
1750,272,429
1751,941,398
1752,462,320
1753,132,109
1754,290,1
1755,595,61
1756,905,417
1757,538,454
1758,354,36
1759,276,203
1760,446,322
1761,907,134
1762,152,356
1763,68,325
1764,18,452
1765,907,444
1766,497,475
1767,947,14
1768,83,40
1769,592,8
1770,150,244
1771,468,423
1772,205,98
1773,755,296
1774,733,289
1775,442,96
1776,600,251
1777,350,339
1778,61,335
1779,605,365
1780,39,164
1781,68,292
1782,393,184
1783,902,181
1784,407,464
1785,199,322
1786,927,126
1787,782,322
1788,800,191
1789,982,98
1790,782,135
1791,873,467
1792,216,388
1793,67,153
1794,21,206
1795,742,78
1796,569,59
1797,607,349
1798,852,20
1799,391,132
1800,519,246
1801,975,9
1802,687,75
1803,806,358
1804,583,320
1805,359,12
1806,287,289
1807,268,72
1808,919,299
1809,332,317
1810,485,81
1811,153,442
1812,783,343
1813,470,53
1814,942,283
1815,946,386
1816,925,463
1817,989,316
1818,930,67
1819,507,386
1820,611,173
1821,923,68
1822,802,376
1823,955,20
1824,79,61
1825,510,474
1826,870,213
1827,564,287
1828,190,446
1829,202,204
1830,717,44
1831,98,487
1832,349,162
1833,963,234
1834,574,97
1835,793,189
1836,620,322
1837,542,127
1838,433,166
1839,761,198
1840,657,161
1841,771,482
1842,413,386
1843,284,159
1844,249,112
1845,134,277
1846,872,383
1847,275,370
1848,109,76
1849,151,160
1850,982,39
1851,954,362
1852,41,245
1853,289,3
1854,573,466
1855,389,124
1856,444,91
1857,425,377
1858,14,433
1859,733,18
1860,846,444
1861,981,3
1862,856,261
1863,110,424
1864,757,425
1865,314,247
1866,104,431
1867,771,127
1868,161,121
1869,79,380
1870,271,383
1871,164,489
1872,20,66
1873,245,375
1874,869,484
1875,702,337
1876,264,270
1877,510,155
1878,570,352
1879,662,32
1880,447,267
1881,431,199
1882,535,250
1883,24,92
1884,558,83
1885,185,240
1886,606,295
1887,616,58
1888,536,374
1889,827,472
1890,793,493
1891,721,399
1892,925,367
1893,177,481
1894,3,291
1895,290,140
1896,216,476
1897,899,423
1898,496,280
1899,169,260
1900,569,336
1901,883,85
1902,104,88
1903,209,253
1904,672,161
1905,515,28
1906,159,331
1907,665,239
1908,933,354
1909,623,429
1910,766,406
1911,31,489
1912,848,280
1913,241,100
1914,203,271
1915,968,164
1916,667,390
1917,62,428
1918,86,370
1919,934,293
1920,897,273
1921,143,404
1922,549,192
1923,36,209
1924,284,109
1925,788,24
1926,384,239
1927,123,28
1928,765,142
1929,903,492
1930,457,297
1931,529,451
1932,789,190
1933,697,146
1934,778,265
1935,71,17
1936,535,185
1937,636,380
1938,579,242
1939,755,440
1940,983,495
1941,497,147
1942,237,191
1943,682,183
1944,94,484
1945,8,327
1946,806,188
1947,446,272
1948,80,265
1949,710,112
1950,406,184
1951,442,36
1952,16,61
1953,221,121
1954,813,164
1955,217,465
1956,551,425
1957,188,159
1958,834,217
1959,823,258
1960,363,284
1961,424,133
1962,842,357
1963,308,154
1964,494,352
1965,883,216
1966,547,410
1967,803,351
1968,397,93
1969,78,169
1970,820,376
1971,837,134
1972,512,289
1973,212,430
1974,824,398
1975,448,102
1976,771,74
1977,945,217
1978,415,101
1979,968,247
1980,895,196
1981,68,1
1982,409,173
1983,229,182
1984,528,380
1985,599,104
1986,92,148
1987,611,81
1988,282,205
1989,83,175
1990,872,102
1991,828,307
1992,942,442
1993,89,426
1994,745,342
1995,690,274
1996,755,360
1997,710,37
1998,587,172
1999,86,322
2000,653,154
2001,572,388
2002,729,390
2003,555,434
2004,477,60
2005,281,413
2006,156,30
2007,454,431
2008,455,154
2009,705,278
2010,267,343
2011,5,260
2012,561,65
2013,700,220
2014,410,381
2015,350,348
2016,760,116
2017,164,384
2018,650,192
2019,255,383
2020,804,117
2021,780,283
2022,739,343
2023,888,348
2024,390,331
2025,361,470
2026,481,207
2027,494,100
2028,254,371
2029,140,197
2030,999,58
2031,70,259
2032,613,4
2033,440,447
2034,817,299
2035,84,116
2036,555,186
2037,272,307
2038,597,319
2039,939,128
2040,365,331
2041,995,9
2042,56,198
2043,559,86
2044,949,236
2045,741,10
2046,582,264
2047,291,122
2048,834,45
2049,933,86
2050,811,360
2051,845,206
2052,291,184
2053,976,404
2054,385,162
2055,545,353
2056,457,276
2057,556,426
2058,486,93
2059,752,293
2060,445,6
2061,626,201
2062,902,262
2063,932,136
2064,933,396
2065,966,123
2066,634,29
2067,873,191
2068,556,417
2069,686,462
2070,858,133
2071,830,114
2072,898,338
2073,956,163
2074,95,251
2075,476,266
2076,393,419
2077,303,33
2078,574,181
2079,452,138
2080,927,66
2081,878,433
2082,916,466
2083,817,377
2084,995,464
2085,672,261
2086,117,288
2087,491,308
2088,331,308
2089,699,95
2090,38,58
2091,223,349
2092,496,361
2093,286,397
2094,327,415
2095,671,193
2096,147,368
2097,748,464
2098,955,217
2099,190,466
2100,312,20
2101,410,78
2102,232,257
2103,657,100
2104,923,289
2105,947,352
2106,225,324
2107,591,424
2108,55,406
2109,972,354
2110,441,326
2111,57,65
2112,101,34
2113,380,47
2114,438,6
2115,503,67
2116,733,323
2117,862,428
2118,867,386
2119,213,481
2120,218,111
2121,23,356
2122,346,217
2123,539,386
2124,437,140
2125,930,295
2126,904,449
2127,842,382
2128,562,450
2129,749,259
2130,778,463
2131,487,70
2132,738,24
2133,87,470
2134,663,373
2135,146,291
2136,411,3
